#++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
#
#   IPW-3 Ice Shape DATA SUBMITTAL FORM for Test Case ONERAM6, May 18th 2026
#
#       NOMENCLATURE:
#             X_ICED [m]:  X-coordinate of the iced surface
#             Y_ICED [m]:  Y-coordinate of the iced surface
#             Z_ICED [m]:  Z-coordinate of the iced surface
#
#                XXmm:  Roughness height used for the case, in mm.
#                       In the zone name, use the format KS_XXmm.
#                       For example, if k_s = 1.5 mm, use KS_1p5mm. 
#                       For Variable roughness, use KS_VAR
#
#    FLOW CONDITIONS:
#                                   AOA: 2.0 deg
#                           Mach Number: 0.4 [-]
#       Mean aerodynamic chord (M.A.C.): 0.801673 [m]
#                       Reynolds Number: 4.2558 million (based on MAC)
#                       Freestream Temp: 267.15 [K]
#                        Reference area: 1.1532 [m2]
#               Moment Reference Center: 0.25, 0, 0 [m] (X, Y, Z)
#
#              NOTES: 1. Please use at least 5 decimal places in the numerical values
#                     2. If data are NOT provided, please fill data fields with a numerical value of "-999" 
#
#++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++

AUXDATA NUM_LAYERS  = "insert the number of total ice layers"
VARIABLES = "X_ICED" "Y_ICED" "Z_ICED"

ZONE T="SLICE_Y_0p1_BINS01_KS_1mm_SINGLE_LAYER"
1.20962 0.75000 -0.00014 
1.20945 0.75000 -0.00016 
1.20927 0.75000 -0.00018 
1.20907 0.75000 -0.00021 
1.20886 0.75000 -0.00024 
1.20862 0.75000 -0.00027 
1.20838 0.75000 -0.00030 
1.20811 0.75000 -0.00033 
1.20782 0.75000 -0.00037 
1.20751 0.75000 -0.00041 
1.20719 0.75000 -0.00045 
1.20683 0.75000 -0.00050 
1.20646 0.75000 -0.00054 
1.20606 0.75000 -0.00059 
1.20563 0.75000 -0.00065 
1.20517 0.75000 -0.00071 
1.20469 0.75000 -0.00077 
1.20417 0.75000 -0.00083 
1.20361 0.75000 -0.00090 
1.20303 0.75000 -0.00098 
1.20240 0.75000 -0.00106 
1.20173 0.75000 -0.00114 
1.20101 0.75000 -0.00123 
1.20025 0.75000 -0.00133 
1.19944 0.75000 -0.00143 
1.19858 0.75000 -0.00154 
1.19766 0.75000 -0.00165 
1.19668 0.75000 -0.00177 
1.19564 0.75000 -0.00190 
1.19452 0.75000 -0.00204 
1.19334 0.75000 -0.00219 
1.19207 0.75000 -0.00234 
1.19072 0.75000 -0.00251 
1.18928 0.75000 -0.00269 
1.18775 0.75000 -0.00287 
1.18611 0.75000 -0.00308 
1.18437 0.75000 -0.00329 
1.18251 0.75000 -0.00352 
1.18052 0.75000 -0.00376 
1.17841 0.75000 -0.00402 
1.17615 0.75000 -0.00430 
1.17374 0.75000 -0.00459 
1.17118 0.75000 -0.00491 
1.16844 0.75000 -0.00525 
1.16553 0.75000 -0.00561 
1.16243 0.75000 -0.00599 
1.15912 0.75000 -0.00640 
1.15560 0.75000 -0.00684 
1.15185 0.75000 -0.00730 
1.14786 0.75000 -0.00778 
1.14362 0.75000 -0.00830 
1.13911 0.75000 -0.00884 
1.13432 0.75000 -0.00942 
1.12923 0.75000 -0.01002 
1.12384 0.75000 -0.01065 
1.11812 0.75000 -0.01131 
1.11206 0.75000 -0.01200 
1.10565 0.75000 -0.01272 
1.09888 0.75000 -0.01347 
1.09174 0.75000 -0.01424 
1.08420 0.75000 -0.01505 
1.07626 0.75000 -0.01588 
1.06792 0.75000 -0.01674 
1.05916 0.75000 -0.01762 
1.04998 0.75000 -0.01853 
1.04037 0.75000 -0.01946 
1.03033 0.75000 -0.02041 
1.01986 0.75000 -0.02139 
1.00898 0.75000 -0.02239 
0.99767 0.75000 -0.02340 
0.98596 0.75000 -0.02443 
0.97386 0.75000 -0.02548 
0.96138 0.75000 -0.02653 
0.94854 0.75000 -0.02759 
0.93537 0.75000 -0.02864 
0.92189 0.75000 -0.02967 
0.90814 0.75000 -0.03069 
0.89414 0.75000 -0.03167 
0.87994 0.75000 -0.03261 
0.86556 0.75000 -0.03350 
0.85106 0.75000 -0.03432 
0.83648 0.75000 -0.03507 
0.82185 0.75000 -0.03574 
0.80722 0.75000 -0.03632 
0.79263 0.75000 -0.03681 
0.77813 0.75000 -0.03720 
0.76376 0.75000 -0.03750 
0.74955 0.75000 -0.03770 
0.73556 0.75000 -0.03782 
0.72180 0.75000 -0.03784 
0.70833 0.75000 -0.03779 
0.69516 0.75000 -0.03767 
0.68232 0.75000 -0.03748 
0.66984 0.75000 -0.03723 
0.65773 0.75000 -0.03694 
0.64602 0.75000 -0.03660 
0.63472 0.75000 -0.03622 
0.62383 0.75000 -0.03580 
0.61337 0.75000 -0.03536 
0.60333 0.75000 -0.03490 
0.59372 0.75000 -0.03442 
0.58454 0.75000 -0.03392 
0.57578 0.75000 -0.03340 
0.56743 0.75000 -0.03287 
0.55950 0.75000 -0.03234 
0.55196 0.75000 -0.03179 
0.54481 0.75000 -0.03124 
0.53804 0.75000 -0.03069 
0.53163 0.75000 -0.03013 
0.52601 0.74976 -0.03120 
0.52244 0.74859 -0.03592 
0.51576 0.74936 -0.04031 
0.50881 0.75042 -0.04091 
0.50358 0.75068 -0.04144 
0.49860 0.75095 -0.04108 
0.49423 0.75102 -0.04080 
0.49012 0.75109 -0.04037 
0.48631 0.75113 -0.03997 
0.48275 0.75115 -0.03960 
0.47945 0.75114 -0.03931 
0.47640 0.75111 -0.03908 
0.47358 0.75106 -0.03893 
0.47094 0.75101 -0.03881 
0.46844 0.75098 -0.03868 
0.46603 0.75098 -0.03852 
0.46369 0.75103 -0.03832 
0.46140 0.75113 -0.03806 
0.45915 0.75128 -0.03773 
0.45691 0.75149 -0.03733 
0.45470 0.75176 -0.03683 
0.45252 0.75207 -0.03624 
0.45036 0.75242 -0.03552 
0.44826 0.75280 -0.03469 
0.44623 0.75318 -0.03373 
0.44429 0.75356 -0.03264 
0.44246 0.75393 -0.03143 
0.44077 0.75425 -0.03011 
0.43922 0.75454 -0.02869 
0.43784 0.75476 -0.02720 
0.43662 0.75492 -0.02566 
0.43558 0.75502 -0.02409 
0.43471 0.75505 -0.02252 
0.43401 0.75501 -0.02098 
0.43346 0.75491 -0.01947 
0.43306 0.75476 -0.01803 
0.43279 0.75454 -0.01665 
0.43264 0.75429 -0.01536 
0.43260 0.75399 -0.01417 
0.43264 0.75367 -0.01308 
0.43276 0.75332 -0.01209 
0.43294 0.75295 -0.01120 
0.43316 0.75258 -0.01042 
0.43342 0.75220 -0.00973 
0.43370 0.75182 -0.00915 
0.43399 0.75145 -0.00866 
0.43429 0.75109 -0.00824 
0.43457 0.75075 -0.00791 
0.43483 0.75043 -0.00761 
0.43506 0.75015 -0.00738 
0.43507 0.75000 -0.00698 
0.43484 0.75000 -0.00659 
0.43462 0.75000 -0.00619 
0.43442 0.75000 -0.00580 
0.43424 0.75000 -0.00542 
0.43407 0.75000 -0.00503 
0.43392 0.75000 -0.00466 
0.43377 0.75000 -0.00429 
0.43365 0.75000 -0.00391 
0.43353 0.75000 -0.00354 
0.43343 0.75000 -0.00319 
0.43333 0.75000 -0.00284 
0.43325 0.75000 -0.00247 
0.43318 0.75000 -0.00208 
0.43313 0.75000 -0.00175 
0.43308 0.75000 -0.00146 
0.43304 0.75000 -0.00100 
0.43302 0.75000 -0.00048 
0.43300 0.75000 -0.00012 
0.43299 0.75001 -0.00000 
0.43300 0.75000 0.00012 
0.43290 0.75007 0.00040 
0.43283 0.75012 0.00029 
0.43267 0.75023 -0.00001 
0.43219 0.75054 -0.00022 
0.43189 0.75074 -0.00046 
0.43133 0.75110 -0.00059 
0.43084 0.75143 -0.00075 
0.43025 0.75182 -0.00078 
0.42969 0.75220 -0.00076 
0.42908 0.75262 -0.00066 
0.42843 0.75307 -0.00043 
0.42781 0.75351 -0.00021 
0.42713 0.75399 0.00021 
0.42647 0.75446 0.00059 
0.42578 0.75496 0.00118 
0.42511 0.75546 0.00179 
0.42445 0.75597 0.00254 
0.42381 0.75647 0.00338 
0.42320 0.75696 0.00431 
0.42263 0.75744 0.00537 
0.42211 0.75791 0.00653 
0.42164 0.75836 0.00779 
0.42124 0.75878 0.00917 
0.42092 0.75917 0.01066 
0.42068 0.75952 0.01225 
0.42055 0.75983 0.01394 
0.42054 0.76009 0.01572 
0.42064 0.76030 0.01760 
0.42089 0.76044 0.01955 
0.42128 0.76052 0.02157 
0.42184 0.76052 0.02366 
0.42258 0.76044 0.02578 
0.42350 0.76028 0.02793 
0.42463 0.76003 0.03006 
0.42596 0.75968 0.03221 
0.42753 0.75922 0.03425 
0.42934 0.75866 0.03632 
0.43140 0.75798 0.03812 
0.43375 0.75717 0.03996 
0.43632 0.75626 0.04132 
0.43925 0.75519 0.04272 
0.44227 0.75411 0.04339 
0.44575 0.75280 0.04408 
0.44910 0.75161 0.04380 
0.45301 0.75014 0.04340 
0.45651 0.74895 0.04180 
0.46054 0.74752 0.03969 
0.46379 0.74658 0.03598 
0.46677 0.74584 0.03077 
0.46648 0.74700 0.02224 
0.46317 0.75000 0.02152 
0.46529 0.75000 0.02191 
0.46754 0.75000 0.02229 
0.46995 0.75000 0.02269 
0.47252 0.75000 0.02310 
0.47525 0.75000 0.02352 
0.47816 0.75000 0.02395 
0.48127 0.75000 0.02441 
0.48458 0.75000 0.02488 
0.48810 0.75000 0.02536 
0.49185 0.75000 0.02585 
0.49584 0.75000 0.02636 
0.50008 0.75000 0.02687 
0.50459 0.75000 0.02740 
0.50938 0.75000 0.02794 
0.51446 0.75000 0.02848 
0.51986 0.75000 0.02903 
0.52558 0.75000 0.02958 
0.53163 0.75000 0.03013 
0.53804 0.75000 0.03069 
0.54481 0.75000 0.03124 
0.55196 0.75000 0.03179 
0.55950 0.75000 0.03234 
0.56743 0.75000 0.03287 
0.57578 0.75000 0.03340 
0.58454 0.75000 0.03392 
0.59372 0.75000 0.03442 
0.60333 0.75000 0.03490 
0.61337 0.75000 0.03536 
0.62383 0.75000 0.03580 
0.63472 0.75000 0.03622 
0.64602 0.75000 0.03660 
0.65773 0.75000 0.03694 
0.66984 0.75000 0.03723 
0.68232 0.75000 0.03748 
0.69516 0.75000 0.03767 
0.70833 0.75000 0.03779 
0.72180 0.75000 0.03784 
0.73556 0.75000 0.03782 
0.74955 0.75000 0.03770 
0.76376 0.75000 0.03750 
0.77813 0.75000 0.03720 
0.79263 0.75000 0.03681 
0.80722 0.75000 0.03632 
0.82185 0.75000 0.03574 
0.83648 0.75000 0.03507 
0.85106 0.75000 0.03432 
0.86556 0.75000 0.03350 
0.87994 0.75000 0.03261 
0.89414 0.75000 0.03167 
0.90814 0.75000 0.03069 
0.92189 0.75000 0.02967 
0.93537 0.75000 0.02864 
0.94854 0.75000 0.02759 
0.96138 0.75000 0.02653 
0.97386 0.75000 0.02548 
0.98596 0.75000 0.02443 
0.99767 0.75000 0.02340 
1.00898 0.75000 0.02239 
1.01986 0.75000 0.02139 
1.03033 0.75000 0.02041 
1.04037 0.75000 0.01946 
1.04998 0.75000 0.01853 
1.05916 0.75000 0.01762 
1.06792 0.75000 0.01674 
1.07626 0.75000 0.01588 
1.08420 0.75000 0.01505 
1.09174 0.75000 0.01424 
1.09888 0.75000 0.01347 
1.10565 0.75000 0.01272 
1.11206 0.75000 0.01200 
1.11812 0.75000 0.01131 
1.12384 0.75000 0.01065 
1.12923 0.75000 0.01002 
1.13432 0.75000 0.00942 
1.13911 0.75000 0.00884 
1.14362 0.75000 0.00830 
1.14786 0.75000 0.00778 
1.15185 0.75000 0.00730 
1.15560 0.75000 0.00684 
1.15912 0.75000 0.00640 
1.16243 0.75000 0.00599 
1.16553 0.75000 0.00561 
1.16844 0.75000 0.00525 
1.17118 0.75000 0.00491 
1.17374 0.75000 0.00459 
1.17615 0.75000 0.00430 
1.17841 0.75000 0.00402 
1.18052 0.75000 0.00376 
1.18251 0.75000 0.00352 
1.18437 0.75000 0.00329 
1.18611 0.75000 0.00308 
1.18775 0.75000 0.00287 
1.18928 0.75000 0.00269 
1.19072 0.75000 0.00251 
1.19207 0.75000 0.00234 
1.19334 0.75000 0.00219 
1.19452 0.75000 0.00204 
1.19564 0.75000 0.00190 
1.19668 0.75000 0.00177 
1.19766 0.75000 0.00165 
1.19858 0.75000 0.00154 
1.19944 0.75000 0.00143 
1.20025 0.75000 0.00133 
1.20101 0.75000 0.00123 
1.20173 0.75000 0.00114 
1.20240 0.75000 0.00106 
1.20303 0.75000 0.00098 
1.20361 0.75000 0.00090 
1.20417 0.75000 0.00083 
1.20469 0.75000 0.00077 
1.20517 0.75000 0.00071 
1.20563 0.75000 0.00065 
1.20606 0.75000 0.00059 
1.20646 0.75000 0.00054 
1.20683 0.75000 0.00050 
1.20719 0.75000 0.00045 
1.20751 0.75000 0.00041 
1.20782 0.75000 0.00037 
1.20811 0.75000 0.00033 
1.20838 0.75000 0.00030 
1.20862 0.75000 0.00027 
1.20886 0.75000 0.00024 
1.20907 0.75000 0.00021 
1.20927 0.75000 0.00018 
1.20945 0.75000 0.00016 
1.20962 0.75000 0.00014 
1.20978 0.75000 0.00012 
1.20992 0.75000 0.00010 
1.21005 0.75000 0.00008 
1.21016 0.75000 0.00007 
1.21027 0.75000 0.00006 
1.21036 0.75000 0.00004 
1.21044 0.75000 0.00003 
1.21051 0.75000 0.00002 
1.21057 0.75000 0.00002 
1.21062 0.75000 0.00001 
1.21065 0.75000 0.00001 
1.21068 0.75000 0.00000 
1.21069 0.75000 0.00000 
1.21070 0.75000 0.00000 

ZONE T="SLICE_Y_1p4_BINS03_KS_1mm_SINGLE_LAYER"
1.39331 1.40000 0.00000 
1.39330 1.40000 -0.00000 
1.39329 1.40000 -0.00000 
1.39327 1.40000 -0.00000 
1.39324 1.40000 -0.00001 
1.39321 1.40000 -0.00001 
1.39316 1.40000 -0.00002 
1.39311 1.40000 -0.00002 
1.39305 1.40000 -0.00003 
1.39298 1.40000 -0.00004 
1.39290 1.40000 -0.00005 
1.39282 1.40000 -0.00006 
1.39272 1.40000 -0.00008 
1.39261 1.40000 -0.00009 
1.39250 1.40000 -0.00010 
1.39237 1.40000 -0.00012 
1.39223 1.40000 -0.00014 
1.39208 1.40000 -0.00016 
1.39192 1.40000 -0.00018 
1.39174 1.40000 -0.00020 
1.39156 1.40000 -0.00022 
1.39136 1.40000 -0.00025 
1.39114 1.40000 -0.00028 
1.39091 1.40000 -0.00031 
1.39066 1.40000 -0.00034 
1.39040 1.40000 -0.00037 
1.39011 1.40000 -0.00041 
1.38981 1.40000 -0.00045 
1.38949 1.40000 -0.00049 
1.38915 1.40000 -0.00053 
1.38878 1.40000 -0.00058 
1.38839 1.40000 -0.00063 
1.38798 1.40000 -0.00068 
1.38753 1.40000 -0.00074 
1.38706 1.40000 -0.00080 
1.38656 1.40000 -0.00086 
1.38602 1.40000 -0.00093 
1.38545 1.40000 -0.00100 
1.38484 1.40000 -0.00107 
1.38419 1.40000 -0.00116 
1.38350 1.40000 -0.00124 
1.38276 1.40000 -0.00133 
1.38197 1.40000 -0.00143 
1.38114 1.40000 -0.00154 
1.38024 1.40000 -0.00165 
1.37929 1.40000 -0.00176 
1.37828 1.40000 -0.00189 
1.37719 1.40000 -0.00202 
1.37604 1.40000 -0.00216 
1.37481 1.40000 -0.00231 
1.37350 1.40000 -0.00247 
1.37210 1.40000 -0.00265 
1.37060 1.40000 -0.00283 
1.36901 1.40000 -0.00302 
1.36731 1.40000 -0.00323 
1.36550 1.40000 -0.00346 
1.36358 1.40000 -0.00369 
1.36152 1.40000 -0.00395 
1.35933 1.40000 -0.00422 
1.35699 1.40000 -0.00451 
1.35450 1.40000 -0.00482 
1.35185 1.40000 -0.00514 
1.34903 1.40000 -0.00549 
1.34603 1.40000 -0.00586 
1.34284 1.40000 -0.00624 
1.33945 1.40000 -0.00665 
1.33584 1.40000 -0.00708 
1.33202 1.40000 -0.00754 
1.32796 1.40000 -0.00801 
1.32366 1.40000 -0.00851 
1.31910 1.40000 -0.00903 
1.31428 1.40000 -0.00957 
1.30919 1.40000 -0.01013 
1.30381 1.40000 -0.01072 
1.29814 1.40000 -0.01132 
1.29217 1.40000 -0.01195 
1.28590 1.40000 -0.01259 
1.27930 1.40000 -0.01325 
1.27240 1.40000 -0.01394 
1.26517 1.40000 -0.01464 
1.25762 1.40000 -0.01536 
1.24975 1.40000 -0.01609 
1.24155 1.40000 -0.01684 
1.23305 1.40000 -0.01760 
1.22424 1.40000 -0.01838 
1.21514 1.40000 -0.01917 
1.20575 1.40000 -0.01996 
1.19609 1.40000 -0.02075 
1.18618 1.40000 -0.02154 
1.17604 1.40000 -0.02232 
1.16569 1.40000 -0.02309 
1.15517 1.40000 -0.02383 
1.14448 1.40000 -0.02453 
1.13367 1.40000 -0.02520 
1.12276 1.40000 -0.02582 
1.11179 1.40000 -0.02639 
1.10078 1.40000 -0.02689 
1.08978 1.40000 -0.02732 
1.07880 1.40000 -0.02769 
1.06789 1.40000 -0.02799 
1.05708 1.40000 -0.02821 
1.04640 1.40000 -0.02836 
1.03587 1.40000 -0.02845 
1.02552 1.40000 -0.02847 
1.01538 1.40000 -0.02843 
1.00547 1.40000 -0.02834 
0.99582 1.40000 -0.02819 
0.98643 1.40000 -0.02801 
0.97732 1.40000 -0.02779 
0.96851 1.40000 -0.02753 
0.96001 1.40000 -0.02724 
0.95182 1.40000 -0.02693 
0.94395 1.40000 -0.02660 
0.93639 1.40000 -0.02626 
0.92917 1.40000 -0.02589 
0.92226 1.40000 -0.02551 
0.91567 1.40000 -0.02513 
0.90939 1.40000 -0.02473 
0.90342 1.40000 -0.02433 
0.89775 1.40000 -0.02392 
0.89237 1.40000 -0.02350 
0.88728 1.40000 -0.02309 
0.88246 1.40000 -0.02267 
0.87914 1.39949 -0.02474 
0.87751 1.39831 -0.02951 
0.87156 1.39926 -0.03401 
0.86593 1.40008 -0.03556 
0.86160 1.40041 -0.03650 
0.85752 1.40074 -0.03663 
0.85408 1.40084 -0.03675 
0.85088 1.40093 -0.03664 
0.84804 1.40092 -0.03660 
0.84541 1.40090 -0.03655 
0.84299 1.40085 -0.03653 
0.84069 1.40082 -0.03647 
0.83849 1.40082 -0.03635 
0.83637 1.40085 -0.03618 
0.83433 1.40092 -0.03595 
0.83235 1.40101 -0.03567 
0.83042 1.40115 -0.03533 
0.82853 1.40132 -0.03493 
0.82667 1.40154 -0.03446 
0.82483 1.40180 -0.03391 
0.82301 1.40209 -0.03328 
0.82121 1.40241 -0.03257 
0.81944 1.40277 -0.03175 
0.81771 1.40314 -0.03083 
0.81603 1.40353 -0.02981 
0.81441 1.40390 -0.02869 
0.81289 1.40426 -0.02746 
0.81147 1.40459 -0.02614 
0.81018 1.40488 -0.02474 
0.80903 1.40512 -0.02327 
0.80804 1.40529 -0.02177 
0.80719 1.40540 -0.02024 
0.80651 1.40544 -0.01872 
0.80598 1.40542 -0.01722 
0.80560 1.40533 -0.01576 
0.80535 1.40518 -0.01436 
0.80522 1.40498 -0.01304 
0.80521 1.40474 -0.01179 
0.80530 1.40445 -0.01065 
0.80547 1.40413 -0.00960 
0.80571 1.40379 -0.00867 
0.80601 1.40343 -0.00783 
0.80635 1.40305 -0.00711 
0.80672 1.40267 -0.00649 
0.80711 1.40229 -0.00598 
0.80750 1.40191 -0.00556 
0.80790 1.40155 -0.00524 
0.80828 1.40121 -0.00502 
0.80863 1.40089 -0.00487 
0.80894 1.40060 -0.00481 
0.80922 1.40033 -0.00478 
0.80940 1.40014 -0.00485 
0.80948 1.40000 -0.00466 
0.80933 1.40000 -0.00436 
0.80919 1.40000 -0.00407 
0.80907 1.40000 -0.00379 
0.80895 1.40000 -0.00351 
0.80884 1.40000 -0.00323 
0.80875 1.40000 -0.00294 
0.80866 1.40000 -0.00267 
0.80858 1.40000 -0.00240 
0.80851 1.40000 -0.00214 
0.80845 1.40000 -0.00186 
0.80840 1.40000 -0.00156 
0.80836 1.40000 -0.00132 
0.80832 1.40000 -0.00110 
0.80829 1.40000 -0.00075 
0.80827 1.40000 -0.00036 
0.80826 1.40000 -0.00009 
0.80816 1.40005 -0.00009 
0.80802 1.40014 -0.00003 
0.80806 1.40012 0.00025 
0.80838 1.39994 -0.00007 
0.80810 1.40012 -0.00061 
0.80790 1.40026 -0.00099 
0.80756 1.40048 -0.00128 
0.80713 1.40075 -0.00150 
0.80672 1.40102 -0.00175 
0.80616 1.40139 -0.00186 
0.80566 1.40172 -0.00201 
0.80503 1.40213 -0.00202 
0.80442 1.40254 -0.00201 
0.80376 1.40299 -0.00188 
0.80309 1.40344 -0.00166 
0.80242 1.40390 -0.00140 
0.80172 1.40438 -0.00096 
0.80104 1.40486 -0.00053 
0.80034 1.40536 0.00009 
0.79967 1.40585 0.00074 
0.79901 1.40634 0.00154 
0.79838 1.40682 0.00242 
0.79779 1.40729 0.00341 
0.79725 1.40773 0.00452 
0.79677 1.40816 0.00573 
0.79636 1.40855 0.00705 
0.79603 1.40891 0.00847 
0.79579 1.40923 0.00999 
0.79565 1.40951 0.01161 
0.79562 1.40973 0.01331 
0.79572 1.40989 0.01510 
0.79596 1.40998 0.01695 
0.79635 1.41001 0.01887 
0.79690 1.40996 0.02083 
0.79762 1.40982 0.02282 
0.79853 1.40960 0.02483 
0.79964 1.40928 0.02679 
0.80096 1.40886 0.02877 
0.80251 1.40833 0.03059 
0.80429 1.40769 0.03244 
0.80630 1.40694 0.03397 
0.80859 1.40606 0.03551 
0.81104 1.40511 0.03657 
0.81381 1.40401 0.03759 
0.81662 1.40291 0.03795 
0.81979 1.40163 0.03819 
0.82281 1.40048 0.03763 
0.82624 1.39913 0.03677 
0.82924 1.39805 0.03495 
0.83257 1.39682 0.03249 
0.83501 1.39614 0.02877 
0.83710 1.39572 0.02347 
0.83515 1.39763 0.01647 
0.83255 1.40000 0.01648 
0.83425 1.40000 0.01677 
0.83606 1.40000 0.01707 
0.83799 1.40000 0.01737 
0.84004 1.40000 0.01769 
0.84224 1.40000 0.01802 
0.84457 1.40000 0.01836 
0.84706 1.40000 0.01871 
0.84971 1.40000 0.01908 
0.85253 1.40000 0.01945 
0.85553 1.40000 0.01983 
0.85872 1.40000 0.02022 
0.86212 1.40000 0.02061 
0.86572 1.40000 0.02102 
0.86954 1.40000 0.02142 
0.87360 1.40000 0.02184 
0.87790 1.40000 0.02225 
0.88246 1.40000 0.02267 
0.88728 1.40000 0.02309 
0.89237 1.40000 0.02350 
0.89775 1.40000 0.02392 
0.90342 1.40000 0.02433 
0.90939 1.40000 0.02473 
0.91567 1.40000 0.02513 
0.92226 1.40000 0.02551 
0.92917 1.40000 0.02589 
0.93639 1.40000 0.02626 
0.94395 1.40000 0.02660 
0.95182 1.40000 0.02693 
0.96001 1.40000 0.02724 
0.96851 1.40000 0.02753 
0.97732 1.40000 0.02779 
0.98643 1.40000 0.02801 
0.99582 1.40000 0.02819 
1.00547 1.40000 0.02834 
1.01538 1.40000 0.02843 
1.02552 1.40000 0.02847 
1.03587 1.40000 0.02845 
1.04640 1.40000 0.02836 
1.05708 1.40000 0.02821 
1.06789 1.40000 0.02799 
1.07880 1.40000 0.02769 
1.08978 1.40000 0.02732 
1.10078 1.40000 0.02689 
1.11179 1.40000 0.02639 
1.12276 1.40000 0.02582 
1.13367 1.40000 0.02520 
1.14448 1.40000 0.02453 
1.15517 1.40000 0.02383 
1.16569 1.40000 0.02309 
1.17604 1.40000 0.02232 
1.18618 1.40000 0.02154 
1.19609 1.40000 0.02075 
1.20575 1.40000 0.01996 
1.21514 1.40000 0.01917 
1.22424 1.40000 0.01838 
1.23305 1.40000 0.01760 
1.24155 1.40000 0.01684 
1.24975 1.40000 0.01609 
1.25762 1.40000 0.01536 
1.26517 1.40000 0.01464 
1.27240 1.40000 0.01394 
1.27930 1.40000 0.01325 
1.28590 1.40000 0.01259 
1.29217 1.40000 0.01195 
1.29814 1.40000 0.01132 
1.30381 1.40000 0.01072 
1.30919 1.40000 0.01013 
1.31428 1.40000 0.00957 
1.31910 1.40000 0.00903 
1.32366 1.40000 0.00851 
1.32796 1.40000 0.00801 
1.33202 1.40000 0.00754 
1.33584 1.40000 0.00708 
1.33945 1.40000 0.00665 
1.34284 1.40000 0.00624 
1.34603 1.40000 0.00586 
1.34903 1.40000 0.00549 
1.35185 1.40000 0.00514 
1.35450 1.40000 0.00482 
1.35699 1.40000 0.00451 
1.35933 1.40000 0.00422 
1.36152 1.40000 0.00395 
1.36358 1.40000 0.00369 
1.36550 1.40000 0.00346 
1.36731 1.40000 0.00323 
1.36901 1.40000 0.00302 
1.37060 1.40000 0.00283 
1.37210 1.40000 0.00265 
1.37350 1.40000 0.00247 
1.37481 1.40000 0.00231 
1.37604 1.40000 0.00216 
1.37719 1.40000 0.00202 
1.37828 1.40000 0.00189 
1.37929 1.40000 0.00176 
1.38024 1.40000 0.00165 
1.38114 1.40000 0.00154 
1.38197 1.40000 0.00143 
1.38276 1.40000 0.00133 
1.38350 1.40000 0.00124 
1.38419 1.40000 0.00116 
1.38484 1.40000 0.00107 
1.38545 1.40000 0.00100 
1.38602 1.40000 0.00093 
1.38656 1.40000 0.00086 
1.38706 1.40000 0.00080 
1.38753 1.40000 0.00074 
1.38798 1.40000 0.00068 
1.38839 1.40000 0.00063 
1.38878 1.40000 0.00058 
1.38915 1.40000 0.00053 
1.38949 1.40000 0.00049 
1.38981 1.40000 0.00045 
1.39011 1.40000 0.00041 
1.39040 1.40000 0.00037 
1.39066 1.40000 0.00034 
1.39091 1.40000 0.00031 
1.39114 1.40000 0.00028 
1.39136 1.40000 0.00025 
1.39156 1.40000 0.00022 
1.39174 1.40000 0.00020 
1.39192 1.40000 0.00018 
1.39208 1.40000 0.00016 
1.39223 1.40000 0.00014 
1.39237 1.40000 0.00012 
1.39250 1.40000 0.00010 
1.39261 1.40000 0.00009 
1.39272 1.40000 0.00008 
1.39282 1.40000 0.00006 
1.39290 1.40000 0.00005 
1.39298 1.40000 0.00004 
1.39305 1.40000 0.00003 
1.39311 1.40000 0.00002 
1.39316 1.40000 0.00002 
1.39321 1.40000 0.00001 
1.39324 1.40000 0.00001 
1.39327 1.40000 0.00000 
1.39329 1.40000 0.00000 
1.39330 1.40000 0.00000 
1.39331 1.40000 0.00000 

ZONE T="SLICE_Y_0p1_BINS07_KS_1mm_SINGLE_LAYER"
1.02809 0.10000 0.00000 
1.02809 0.10000 -0.00000 
1.02807 0.10000 -0.00000 
1.02803 0.10000 -0.00001 
1.02799 0.10000 -0.00001 
1.02793 0.10000 -0.00002 
1.02786 0.10000 -0.00003 
1.02777 0.10000 -0.00004 
1.02767 0.10000 -0.00005 
1.02756 0.10000 -0.00007 
1.02743 0.10000 -0.00009 
1.02728 0.10000 -0.00010 
1.02712 0.10000 -0.00013 
1.02694 0.10000 -0.00015 
1.02675 0.10000 -0.00017 
1.02654 0.10000 -0.00020 
1.02631 0.10000 -0.00023 
1.02606 0.10000 -0.00026 
1.02579 0.10000 -0.00030 
1.02550 0.10000 -0.00033 
1.02519 0.10000 -0.00037 
1.02486 0.10000 -0.00042 
1.02450 0.10000 -0.00046 
1.02412 0.10000 -0.00051 
1.02371 0.10000 -0.00056 
1.02327 0.10000 -0.00062 
1.02280 0.10000 -0.00068 
1.02230 0.10000 -0.00074 
1.02177 0.10000 -0.00081 
1.02120 0.10000 -0.00088 
1.02059 0.10000 -0.00096 
1.01994 0.10000 -0.00104 
1.01925 0.10000 -0.00113 
1.01852 0.10000 -0.00122 
1.01773 0.10000 -0.00132 
1.01690 0.10000 -0.00143 
1.01601 0.10000 -0.00154 
1.01506 0.10000 -0.00166 
1.01405 0.10000 -0.00178 
1.01297 0.10000 -0.00192 
1.01183 0.10000 -0.00206 
